[VAMS][2017-01-05 17:21:12,003] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,336] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,336] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,336] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,336] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,336] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,336] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,336] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,336] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,336] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,337] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,337] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,337] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,337] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,337] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,337] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,337] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,337] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,337] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,337] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,339] DEBUG | Processing a MESSAGE_RECEIVED for session 6905 | [NioProcessor-1] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(211)
[VAMS][2017-01-05 17:21:24,339] INFO | RECEIVED: Message [Length = 195, sendId = 8, receiverId = 0, messageType = 16, content = {"friendName":"Client1905","groupName":"","message":"Msg from :Client-0 to: Client1905 time:2017-01-05 05:21:24","pwd":"12345678","pwdEncypt":"MTIzNDU2Nzg=","userName":"Client-0"}] | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(157)
[VAMS][2017-01-05 17:21:24,339] WARN | Property 'pwdEncypt' of class model.Login has no write method. SKIPPED. | [NioProcessor-1] net.sf.json.JSONObject.toBean(350)
[VAMS][2017-01-05 17:21:24,353] INFO | 接受消息成功 | [NioProcessor-1] serverHandler.ChatServerHandler.messageReceived(459)
[VAMS][2017-01-05 17:21:24,429] INFO | CREATED | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,429] INFO | 创建连接 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionCreated(39)
[VAMS][2017-01-05 17:21:24,429] INFO | OPENED | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,429] INFO | 打开连接 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionOpened(43)
[VAMS][2017-01-05 17:21:24,429] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,429] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,430] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,430] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,430] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,430] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,430] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,430] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,430] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,430] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,431] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,431] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,431] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,431] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,431] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,431] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,431] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,431] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,432] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,432] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,432] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,432] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,432] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,432] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,432] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,432] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,432] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,433] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,433] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,433] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,433] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,433] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,434] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,434] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,434] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,434] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,434] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,435] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,435] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,435] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,435] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,435] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,435] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,436] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,436] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,436] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,436] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,436] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,436] INFO | IDLE | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,436] INFO | 连接空闲中 | [NioProcessor-2] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,438] DEBUG | Processing a MESSAGE_RECEIVED for session 6906 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(211)
[VAMS][2017-01-05 17:21:24,438] INFO | RECEIVED: Message [Length = 195, sendId = 8, receiverId = 0, messageType = 16, content = {"friendName":"Client1906","groupName":"","message":"Msg from :Client-0 to: Client1906 time:2017-01-05 05:21:24","pwd":"12345678","pwdEncypt":"MTIzNDU2Nzg=","userName":"Client-0"}] | [NioProcessor-2] org.apache.mina.filter.logging.LoggingFilter.log(157)
[VAMS][2017-01-05 17:21:24,438] WARN | Property 'pwdEncypt' of class model.Login has no write method. SKIPPED. | [NioProcessor-2] net.sf.json.JSONObject.toBean(350)
[VAMS][2017-01-05 17:21:24,452] INFO | 接受消息成功 | [NioProcessor-2] serverHandler.ChatServerHandler.messageReceived(459)
[VAMS][2017-01-05 17:21:24,540] INFO | CREATED | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,540] INFO | 创建连接 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionCreated(39)
[VAMS][2017-01-05 17:21:24,540] INFO | OPENED | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,540] INFO | 打开连接 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionOpened(43)
[VAMS][2017-01-05 17:21:24,540] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,540] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,540] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,540] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,541] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,541] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,541] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,541] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,541] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,541] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,541] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,541] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,541] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,541] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,542] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,542] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,542] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,542] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,542] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,542] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,542] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,542] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,542] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,543] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,543] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,543] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,543] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,543] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,543] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,544] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,544] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,544] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,544] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,544] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,544] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,544] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,544] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,544] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,544] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,545] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,545] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,545] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,545] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,545] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,545] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,545] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,545] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,545] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,545] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,546] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,546] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,546] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,546] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,546] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,546] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,547] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,547] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,547] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,547] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,547] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,547] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,547] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,547] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,547] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,547] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,548] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,548] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,548] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,548] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,548] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,549] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,549] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,549] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,549] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,549] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,550] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,550] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,550] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,550] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,550] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,550] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,550] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,550] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,550] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,551] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,551] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,551] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,551] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,551] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,551] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,551] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,551] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,551] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,551] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,552] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,552] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,552] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,552] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,552] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,552] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,552] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,552] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:24,552] INFO | IDLE | [NioProcessor-3] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:24,552] INFO | 连接空闲中 | [NioProcessor-3] serverHandler.ChatServerHandler.sessionIdle(68)
